id,datetime,from,to,communication,quality
1015,2009-01-11 13:45:00,Android,Android,Message,High
1016,2009-01-11 14:00:00,Ios,Android,Call,Low
1017,2009-01-11 14:15:00,Ios,Android,Call,Low
1018,2009-01-11 14:30:00,Ios,Android,Message,High
1019,2009-01-11 14:45:00,Android,Ios,Message,High
1020,2009-01-11 15:00:00,Android,Ios,Message,Low
1021,2009-01-11 15:15:00,Android,Android,Call,Low
1022,2009-01-11 15:30:00,Android,Ios,Message,High
1023,2009-01-11 15:45:00,Android,Ios,Message,Low
1024,2009-01-11 16:00:00,Ios,Android,Call,Low
1025,2009-01-11 16:15:00,Android,Android,Call,Low
1026,2009-01-11 16:30:00,Ios,Android,Call,Low
1027,2009-01-11 16:45:00,Android,Ios,Message,High
1028,2009-01-11 17:00:00,Android,Ios,Message,Low
1029,2009-01-11 17:15:00,Ios,Ios,Call,Low
1030,2009-01-11 17:30:00,Ios,Ios,Message,High
1031,2009-01-11 17:45:00,Ios,Android,Call,Low
1032,2009-01-11 18:00:00,Ios,Android,Call,High
1033,2009-01-11 18:15:00,Android,Ios,Call,Low
1034,2009-01-11 18:30:00,Android,Android,Message,Low
1035,2009-01-11 18:45:00,Android,Ios,Call,Low
1036,2009-01-11 19:00:00,Android,Android,Message,Low
1037,2009-01-11 19:15:00,Android,Android,Call,Low
1038,2009-01-11 19:30:00,Android,Ios,Call,Low
1039,2009-01-11 19:45:00,Android,Android,Message,High
1040,2009-01-11 20:00:00,Android,Android,Call,Low
1041,2009-01-11 20:15:00,Android,Ios,Call,High
1042,2009-01-11 20:30:00,Ios,Android,Call,High
1043,2009-01-11 20:45:00,Ios,Ios,Call,High
1044,2009-01-11 21:00:00,Ios,Android,Call,Low
1045,2009-01-11 21:15:00,Android,Ios,Call,Low
1046,2009-01-11 21:30:00,Ios,Ios,Call,Low
1047,2009-01-11 21:45:00,Ios,Ios,Call,Low
1048,2009-01-11 22:00:00,Android,Ios,Message,Low
1049,2009-01-11 22:15:00,Android,Ios,Call,Low
1050,2009-01-11 22:30:00,Ios,Android,Message,High
1051,2009-01-11 22:45:00,Android,Android,Call,Low
1052,2009-01-11 23:00:00,Ios,Android,Call,Low
1053,2009-01-11 23:15:00,Ios,Android,Call,Low
1054,2009-01-11 23:30:00,Android,Ios,Message,High
1055,2009-01-11 23:45:00,Android,Ios,Message,High
1056,2009-01-12 00:00:00,Android,Android,Call,High
1057,2009-01-12 00:15:00,Ios,Android,Call,Low
1058,2009-01-12 00:30:00,Ios,Ios,Call,High
1059,2009-01-12 00:45:00,Ios,Android,Message,High
1060,2009-01-12 01:00:00,Android,Ios,Call,High
1061,2009-01-12 01:15:00,Ios,Ios,Message,Low
1062,2009-01-12 01:30:00,Ios,Ios,Message,Low
1063,2009-01-12 01:45:00,Ios,Android,Message,Low
1064,2009-01-12 02:00:00,Android,Ios,Message,High
1065,2009-01-12 02:15:00,Ios,Ios,Call,High
1066,2009-01-12 02:30:00,Ios,Ios,Message,High
1067,2009-01-12 02:45:00,Ios,Ios,Call,High
1068,2009-01-12 03:00:00,Ios,Ios,Message,Low
1069,2009-01-12 03:15:00,Ios,Android,Call,Low
1070,2009-01-12 03:30:00,Android,Ios,Call,Low
1071,2009-01-12 03:45:00,Ios,Ios,Message,Low
1072,2009-01-12 04:00:00,Android,Android,Call,High
1073,2009-01-12 04:15:00,Ios,Android,Message,Low
1074,2009-01-12 04:30:00,Android,Android,Call,High
1075,2009-01-12 04:45:00,Ios,Ios,Message,Low
1076,2009-01-12 05:00:00,Android,Android,Call,Low
1077,2009-01-12 05:15:00,Ios,Android,Call,Low
1078,2009-01-12 05:30:00,Android,Android,Call,Low
1079,2009-01-12 05:45:00,Android,Ios,Call,High
1080,2009-01-12 06:00:00,Android,Android,Call,High
1081,2009-01-12 06:15:00,Ios,Ios,Message,Low
1082,2009-01-12 06:30:00,Ios,Ios,Call,High
1083,2009-01-12 06:45:00,Android,Android,Message,Low
1084,2009-01-12 07:00:00,Android,Android,Call,High
1085,2009-01-12 07:15:00,Ios,Ios,Message,Low
1086,2009-01-12 07:30:00,Android,Ios,Message,Low
1087,2009-01-12 07:45:00,Android,Android,Call,High
1088,2009-01-12 08:00:00,Android,Ios,Call,Low
1089,2009-01-12 08:15:00,Android,Ios,Message,Low
1090,2009-01-12 08:30:00,Android,Ios,Call,High
1091,2009-01-12 08:45:00,Ios,Ios,Message,Low
1092,2009-01-12 09:00:00,Ios,Android,Message,Low
1093,2009-01-12 09:15:00,Ios,Ios,Message,High
1094,2009-01-12 09:30:00,Ios,Ios,Message,High
1095,2009-01-12 09:45:00,Android,Ios,Call,Low
1096,2009-01-12 10:00:00,Android,Android,Message,High
1097,2009-01-12 10:15:00,Android,Android,Call,High
1098,2009-01-12 10:30:00,Android,Android,Call,High
1099,2009-01-12 10:45:00,Ios,Ios,Message,Low
1100,2009-01-12 11:00:00,Android,Android,Call,High
1101,2009-01-12 11:15:00,Ios,Android,Call,Low
1102,2009-01-12 11:30:00,Android,Android,Message,Low
1103,2009-01-12 11:45:00,Ios,Ios,Message,High
1104,2009-01-12 12:00:00,Ios,Android,Message,High
1105,2009-01-12 12:15:00,Android,Ios,Message,High
1106,2009-01-12 12:30:00,Ios,Ios,Message,High
1107,2009-01-12 12:45:00,Android,Android,Message,Low
1108,2009-01-12 13:00:00,Android,Ios,Call,Low
1109,2009-01-12 13:15:00,Ios,Android,Message,Low
1110,2009-01-12 13:30:00,Android,Ios,Message,Low
1111,2009-01-12 13:45:00,Android,Android,Call,Low
1112,2009-01-12 14:00:00,Ios,Ios,Call,High
1113,2009-01-12 14:15:00,Android,Ios,Message,High
1114,2009-01-12 14:30:00,Android,Ios,Call,High
1115,2009-01-12 14:45:00,Ios,Ios,Call,Low
1116,2009-01-12 15:00:00,Android,Android,Call,High
1117,2009-01-12 15:15:00,Android,Android,Call,Low
1118,2009-01-12 15:30:00,Android,Android,Message,Low
1119,2009-01-12 15:45:00,Ios,Android,Call,Low
1120,2009-01-12 16:00:00,Android,Android,Call,Low
1121,2009-01-12 16:15:00,Ios,Ios,Call,High
1122,2009-01-12 16:30:00,Ios,Ios,Message,High
1123,2009-01-12 16:45:00,Android,Android,Message,High
1124,2009-01-12 17:00:00,Android,Ios,Message,Low
1125,2009-01-12 17:15:00,Ios,Android,Message,Low
1126,2009-01-12 17:30:00,Ios,Android,Message,High
1127,2009-01-12 17:45:00,Android,Ios,Call,High
1128,2009-01-12 18:00:00,Ios,Android,Call,High
1129,2009-01-12 18:15:00,Android,Android,Call,Low
1130,2009-01-12 18:30:00,Android,Ios,Call,Low
1131,2009-01-12 18:45:00,Android,Android,Message,Low
1132,2009-01-12 19:00:00,Ios,Android,Call,High
1133,2009-01-12 19:15:00,Android,Android,Call,Low
1134,2009-01-12 19:30:00,Android,Android,Call,Low
1135,2009-01-12 19:45:00,Ios,Android,Call,Low
1136,2009-01-12 20:00:00,Android,Ios,Call,High
1137,2009-01-12 20:15:00,Ios,Ios,Call,Low
1138,2009-01-12 20:30:00,Ios,Android,Message,Low
1139,2009-01-12 20:45:00,Android,Ios,Call,Low
1140,2009-01-12 21:00:00,Android,Ios,Message,High
1141,2009-01-12 21:15:00,Ios,Ios,Call,Low
1142,2009-01-12 21:30:00,Ios,Ios,Call,High
1143,2009-01-12 21:45:00,Android,Android,Message,Low
1144,2009-01-12 22:00:00,Android,Android,Message,High
1145,2009-01-12 22:15:00,Ios,Android,Message,Low
1146,2009-01-12 22:30:00,Ios,Ios,Message,High
1147,2009-01-12 22:45:00,Android,Ios,Call,High
1148,2009-01-12 23:00:00,Ios,Android,Call,Low
1149,2009-01-12 23:15:00,Ios,Ios,Call,High
1150,2009-01-12 23:30:00,Android,Android,Call,Low
1151,2009-01-12 23:45:00,Ios,Android,Message,Low
1152,2009-01-13 00:00:00,Ios,Ios,Call,Low
1153,2009-01-13 00:15:00,Android,Ios,Call,High
1154,2009-01-13 00:30:00,Android,Android,Call,High
1155,2009-01-13 00:45:00,Ios,Android,Call,High
1156,2009-01-13 01:00:00,Ios,Android,Message,High
1157,2009-01-13 01:15:00,Ios,Android,Call,High
1158,2009-01-13 01:30:00,Ios,Android,Message,High
1159,2009-01-13 01:45:00,Android,Android,Message,High
1160,2009-01-13 02:00:00,Ios,Android,Call,High
1161,2009-01-13 02:15:00,Android,Android,Call,High
1162,2009-01-13 02:30:00,Ios,Android,Call,Low
1163,2009-01-13 02:45:00,Android,Ios,Message,Low
1164,2009-01-13 03:00:00,Ios,Android,Call,High
1165,2009-01-13 03:15:00,Ios,Android,Message,Low
1166,2009-01-13 03:30:00,Android,Android,Call,Low
1167,2009-01-13 03:45:00,Ios,Ios,Call,High
1168,2009-01-13 04:00:00,Android,Ios,Message,Low
1169,2009-01-13 04:15:00,Android,Ios,Call,Low
1170,2009-01-13 04:30:00,Ios,Android,Call,Low
1171,2009-01-13 04:45:00,Ios,Android,Call,High
1172,2009-01-13 05:00:00,Android,Android,Call,Low
1173,2009-01-13 05:15:00,Ios,Ios,Message,Low
1174,2009-01-13 05:30:00,Ios,Ios,Message,High
1175,2009-01-13 05:45:00,Android,Ios,Message,Low
1176,2009-01-13 06:00:00,Ios,Android,Message,High
1177,2009-01-13 06:15:00,Android,Android,Message,High
1178,2009-01-13 06:30:00,Android,Android,Call,Low
1179,2009-01-13 06:45:00,Ios,Android,Call,Low
1180,2009-01-13 07:00:00,Android,Ios,Call,High
1181,2009-01-13 07:15:00,Android,Android,Call,Low
1182,2009-01-13 07:30:00,Ios,Android,Call,High
1183,2009-01-13 07:45:00,Ios,Ios,Message,Low
1184,2009-01-13 08:00:00,Android,Android,Message,Low
1185,2009-01-13 08:15:00,Ios,Android,Message,High
1186,2009-01-13 08:30:00,Android,Android,Message,Low
1187,2009-01-13 08:45:00,Ios,Android,Message,High
1188,2009-01-13 09:00:00,Android,Ios,Message,High
1189,2009-01-13 09:15:00,Android,Android,Message,Low
1190,2009-01-13 09:30:00,Android,Android,Message,High
1191,2009-01-13 09:45:00,Android,Ios,Message,Low
1192,2009-01-13 10:00:00,Android,Ios,Message,High
1193,2009-01-13 10:15:00,Android,Android,Message,Low
1194,2009-01-13 10:30:00,Ios,Android,Message,Low
1195,2009-01-13 10:45:00,Android,Android,Call,Low
1196,2009-01-13 11:00:00,Android,Android,Call,Low
1197,2009-01-13 11:15:00,Ios,Ios,Call,High
1198,2009-01-13 11:30:00,Ios,Ios,Call,High
1199,2009-01-13 11:45:00,Ios,Android,Message,Low
1200,2009-01-13 12:00:00,Android,Ios,Message,High
1201,2009-01-13 12:15:00,Android,Android,Call,Low
1202,2009-01-13 12:30:00,Ios,Android,Message,Low
1203,2009-01-13 12:45:00,Ios,Ios,Message,High
1204,2009-01-13 13:00:00,Ios,Android,Message,High
1205,2009-01-13 13:15:00,Android,Android,Call,Low
1206,2009-01-13 13:30:00,Android,Android,Message,High
1207,2009-01-13 13:45:00,Ios,Android,Message,High
1208,2009-01-13 14:00:00,Ios,Android,Call,Low
1209,2009-01-13 14:15:00,Ios,Android,Message,High
1210,2009-01-13 14:30:00,Android,Android,Message,High
1211,2009-01-13 14:45:00,Android,Android,Message,High
1212,2009-01-13 15:00:00,Ios,Ios,Call,High
1213,2009-01-13 15:15:00,Android,Android,Message,High
1214,2009-01-13 15:30:00,Ios,Android,Call,High
1215,2009-01-13 15:45:00,Android,Ios,Message,Low
1216,2009-01-13 16:00:00,Ios,Android,Message,High
1217,2009-01-13 16:15:00,Ios,Ios,Message,High
1218,2009-01-13 16:30:00,Ios,Android,Call,High
1219,2009-01-13 16:45:00,Android,Ios,Call,High
1220,2009-01-13 17:00:00,Android,Ios,Message,Low
1221,2009-01-13 17:15:00,Ios,Ios,Call,High
1222,2009-01-13 17:30:00,Ios,Ios,Call,High
1223,2009-01-13 17:45:00,Android,Ios,Message,Low
1224,2009-01-13 18:00:00,Ios,Ios,Call,High
1225,2009-01-13 18:15:00,Android,Ios,Message,High
1226,2009-01-13 18:30:00,Android,Ios,Message,Low
1227,2009-01-13 18:45:00,Android,Android,Message,Low
1228,2009-01-13 19:00:00,Ios,Android,Call,High
1229,2009-01-13 19:15:00,Android,Ios,Message,Low
1230,2009-01-13 19:30:00,Android,Ios,Message,Low
1231,2009-01-13 19:45:00,Ios,Ios,Call,High
1232,2009-01-13 20:00:00,Android,Ios,Message,High
1233,2009-01-13 20:15:00,Ios,Ios,Message,Low
1234,2009-01-13 20:30:00,Ios,Ios,Message,High
1235,2009-01-13 20:45:00,Ios,Android,Call,Low
1236,2009-01-13 21:00:00,Ios,Android,Call,High
1237,2009-01-13 21:15:00,Android,Ios,Message,Low
1238,2009-01-13 21:30:00,Android,Android,Call,Low
1239,2009-01-13 21:45:00,Android,Android,Call,Low
1240,2009-01-13 22:00:00,Android,Android,Call,High
1241,2009-01-13 22:15:00,Android,Android,Message,Low
1242,2009-01-13 22:30:00,Android,Android,Message,High
1243,2009-01-13 22:45:00,Ios,Android,Call,High
1244,2009-01-13 23:00:00,Android,Ios,Call,Low
1245,2009-01-13 23:15:00,Android,Ios,Message,Low
1246,2009-01-13 23:30:00,Android,Android,Message,High
1247,2009-01-13 23:45:00,Ios,Ios,Message,Low
1248,2009-01-14 00:00:00,Android,Ios,Message,Low
1249,2009-01-14 00:15:00,Ios,Ios,Call,Low
1250,2009-01-14 00:30:00,Android,Ios,Message,Low
1251,2009-01-14 00:45:00,Ios,Ios,Message,High
1252,2009-01-14 01:00:00,Android,Ios,Message,Low
1253,2009-01-14 01:15:00,Ios,Ios,Message,High
1254,2009-01-14 01:30:00,Android,Ios,Call,Low
1255,2009-01-14 01:45:00,Ios,Android,Message,Low
1256,2009-01-14 02:00:00,Ios,Android,Call,High
1257,2009-01-14 02:15:00,Ios,Ios,Message,High
1258,2009-01-14 02:30:00,Android,Android,Call,Low
1259,2009-01-14 02:45:00,Ios,Ios,Message,Low
1260,2009-01-14 03:00:00,Android,Android,Message,High
1261,2009-01-14 03:15:00,Android,Android,Message,High
1262,2009-01-14 03:30:00,Ios,Ios,Call,High
1263,2009-01-14 03:45:00,Ios,Ios,Call,Low
1264,2009-01-14 04:00:00,Ios,Android,Call,Low
1265,2009-01-14 04:15:00,Ios,Android,Call,High
1266,2009-01-14 04:30:00,Ios,Ios,Message,Low
1267,2009-01-14 04:45:00,Android,Ios,Message,Low
1268,2009-01-14 05:00:00,Ios,Android,Message,High
1269,2009-01-14 05:15:00,Ios,Android,Message,Low
1270,2009-01-14 05:30:00,Android,Ios,Message,High
1271,2009-01-14 05:45:00,Ios,Ios,Message,Low
1272,2009-01-14 06:00:00,Ios,Ios,Call,High
1273,2009-01-14 06:15:00,Android,Ios,Call,Low
1274,2009-01-14 06:30:00,Ios,Android,Message,High
1275,2009-01-14 06:45:00,Android,Android,Call,High
1276,2009-01-14 07:00:00,Ios,Ios,Message,High
1277,2009-01-14 07:15:00,Android,Ios,Message,Low
1278,2009-01-14 07:30:00,Ios,Ios,Message,High
1279,2009-01-14 07:45:00,Android,Ios,Message,Low
1280,2009-01-14 08:00:00,Ios,Ios,Message,Low
1281,2009-01-14 08:15:00,Android,Ios,Message,Low
1282,2009-01-14 08:30:00,Android,Android,Call,Low
1283,2009-01-14 08:45:00,Android,Ios,Call,High
1284,2009-01-14 09:00:00,Ios,Ios,Call,Low
1285,2009-01-14 09:15:00,Android,Android,Call,Low
1286,2009-01-14 09:30:00,Ios,Android,Message,Low
1287,2009-01-14 09:45:00,Ios,Android,Call,Low
1288,2009-01-14 10:00:00,Android,Ios,Message,High
1289,2009-01-14 10:15:00,Ios,Ios,Message,High
1290,2009-01-14 10:30:00,Ios,Ios,Call,High
1291,2009-01-14 10:45:00,Android,Android,Message,Low
1292,2009-01-14 11:00:00,Android,Ios,Message,Low
1293,2009-01-14 11:15:00,Android,Ios,Message,High
1294,2009-01-14 11:30:00,Ios,Android,Call,Low
1295,2009-01-14 11:45:00,Ios,Ios,Call,Low
1296,2009-01-14 12:00:00,Ios,Android,Message,Low
1297,2009-01-14 12:15:00,Android,Android,Message,High
1298,2009-01-14 12:30:00,Ios,Android,Call,Low
1299,2009-01-14 12:45:00,Ios,Ios,Call,High
1300,2009-01-14 13:00:00,Ios,Ios,Call,High
1301,2009-01-14 13:15:00,Ios,Ios,Message,Low
1302,2009-01-14 13:30:00,Android,Android,Message,High
1303,2009-01-14 13:45:00,Android,Android,Message,Low
1304,2009-01-14 14:00:00,Android,Ios,Call,High
1305,2009-01-14 14:15:00,Ios,Ios,Call,Low
1306,2009-01-14 14:30:00,Ios,Android,Call,High
1307,2009-01-14 14:45:00,Android,Ios,Call,Low
1308,2009-01-14 15:00:00,Android,Ios,Message,High
1309,2009-01-14 15:15:00,Ios,Android,Call,Low
1310,2009-01-14 15:30:00,Android,Ios,Call,Low
1311,2009-01-14 15:45:00,Ios,Android,Message,Low
1312,2009-01-14 16:00:00,Ios,Ios,Message,High
1313,2009-01-14 16:15:00,Ios,Android,Message,Low
1314,2009-01-14 16:30:00,Ios,Ios,Message,High
1315,2009-01-14 16:45:00,Android,Ios,Call,High
1316,2009-01-14 17:00:00,Android,Ios,Message,High
1317,2009-01-14 17:15:00,Ios,Ios,Message,High
1318,2009-01-14 17:30:00,Ios,Android,Message,Low
1319,2009-01-14 17:45:00,Ios,Android,Message,Low
1320,2009-01-14 18:00:00,Ios,Ios,Message,High
1321,2009-01-14 18:15:00,Ios,Ios,Call,High
1322,2009-01-14 18:30:00,Android,Ios,Message,High
1323,2009-01-14 18:45:00,Ios,Android,Message,Low
1324,2009-01-14 19:00:00,Ios,Android,Message,High
1325,2009-01-14 19:15:00,Android,Ios,Message,Low
1326,2009-01-14 19:30:00,Android,Android,Message,High
1327,2009-01-14 19:45:00,Android,Ios,Call,Low
1328,2009-01-14 20:00:00,Ios,Ios,Message,High
1329,2009-01-14 20:15:00,Android,Ios,Message,High
1330,2009-01-14 20:30:00,Ios,Ios,Message,Low
1331,2009-01-14 20:45:00,Android,Android,Call,High
1332,2009-01-14 21:00:00,Ios,Ios,Message,Low
1333,2009-01-14 21:15:00,Ios,Android,Call,Low
1334,2009-01-14 21:30:00,Android,Ios,Message,Low
1335,2009-01-14 21:45:00,Android,Android,Message,Low
1336,2009-01-14 22:00:00,Ios,Ios,Call,High
1337,2009-01-14 22:15:00,Ios,Android,Call,High
1338,2009-01-14 22:30:00,Android,Android,Message,Low
1339,2009-01-14 22:45:00,Android,Android,Call,High
1340,2009-01-14 23:00:00,Android,Ios,Call,Low
1341,2009-01-14 23:15:00,Android,Android,Message,High
1342,2009-01-14 23:30:00,Android,Ios,Message,High
1343,2009-01-14 23:45:00,Ios,Android,Message,High
1344,2009-01-15 00:00:00,Android,Android,Call,High
1345,2009-01-15 00:15:00,Ios,Ios,Message,High
1346,2009-01-15 00:30:00,Android,Android,Message,Low
1347,2009-01-15 00:45:00,Ios,Ios,Call,High
1348,2009-01-15 01:00:00,Ios,Ios,Message,Low
1349,2009-01-15 01:15:00,Ios,Android,Message,High
1350,2009-01-15 01:30:00,Android,Android,Message,High
1351,2009-01-15 01:45:00,Ios,Android,Call,High
1352,2009-01-15 02:00:00,Ios,Ios,Call,Low
1353,2009-01-15 02:15:00,Android,Ios,Message,High
1354,2009-01-15 02:30:00,Ios,Ios,Message,Low
1355,2009-01-15 02:45:00,Ios,Android,Call,Low
1356,2009-01-15 03:00:00,Android,Android,Message,Low
1357,2009-01-15 03:15:00,Android,Android,Call,High
1358,2009-01-15 03:30:00,Android,Android,Message,Low
1359,2009-01-15 03:45:00,Android,Android,Call,Low
1360,2009-01-15 04:00:00,Ios,Android,Call,Low
1361,2009-01-15 04:15:00,Ios,Ios,Call,Low
1362,2009-01-15 04:30:00,Android,Ios,Call,High
1363,2009-01-15 04:45:00,Ios,Ios,Call,High
1364,2009-01-15 05:00:00,Android,Android,Message,Low
1365,2009-01-15 05:15:00,Ios,Android,Call,High
1366,2009-01-15 05:30:00,Ios,Android,Call,High
1367,2009-01-15 05:45:00,Ios,Android,Message,High
1368,2009-01-15 06:00:00,Ios,Android,Call,High
1369,2009-01-15 06:15:00,Android,Android,Message,High
1370,2009-01-15 06:30:00,Android,Android,Message,High
1371,2009-01-15 06:45:00,Android,Android,Message,High
1372,2009-01-15 07:00:00,Ios,Android,Message,High
1373,2009-01-15 07:15:00,Android,Ios,Message,Low
1374,2009-01-15 07:30:00,Android,Android,Call,Low
1375,2009-01-15 07:45:00,Ios,Android,Call,High
1376,2009-01-15 08:00:00,Ios,Ios,Message,High
1377,2009-01-15 08:15:00,Ios,Android,Call,Low
1378,2009-01-15 08:30:00,Android,Ios,Call,Low
1379,2009-01-15 08:45:00,Android,Android,Call,Low
1380,2009-01-15 09:00:00,Android,Ios,Message,High
1381,2009-01-15 09:15:00,Android,Ios,Call,High
1382,2009-01-15 09:30:00,Android,Android,Call,High
1383,2009-01-15 09:45:00,Android,Ios,Message,High
1384,2009-01-15 10:00:00,Ios,Ios,Message,High
1385,2009-01-15 10:15:00,Android,Android,Message,High
1386,2009-01-15 10:30:00,Ios,Android,Call,High
1387,2009-01-15 10:45:00,Ios,Android,Call,High
1388,2009-01-15 11:00:00,Android,Android,Message,Low
1389,2009-01-15 11:15:00,Ios,Ios,Message,High
1390,2009-01-15 11:30:00,Android,Ios,Message,Low
1391,2009-01-15 11:45:00,Android,Android,Message,Low
1392,2009-01-15 12:00:00,Android,Android,Message,High
1393,2009-01-15 12:15:00,Ios,Android,Call,High
1394,2009-01-15 12:30:00,Android,Android,Message,High
1395,2009-01-15 12:45:00,Ios,Ios,Call,High
1396,2009-01-15 13:00:00,Android,Ios,Message,Low
1397,2009-01-15 13:15:00,Ios,Android,Call,Low
1398,2009-01-15 13:30:00,Android,Ios,Message,High
1399,2009-01-15 13:45:00,Ios,Ios,Message,Low
1400,2009-01-15 14:00:00,Ios,Android,Message,Low
1401,2009-01-15 14:15:00,Ios,Ios,Call,High
1402,2009-01-15 14:30:00,Android,Ios,Call,High
1403,2009-01-15 14:45:00,Ios,Android,Message,Low
1404,2009-01-15 15:00:00,Ios,Ios,Call,High
1405,2009-01-15 15:15:00,Ios,Ios,Call,Low
1406,2009-01-15 15:30:00,Android,Ios,Message,High
1407,2009-01-15 15:45:00,Ios,Android,Call,High
1408,2009-01-15 16:00:00,Ios,Android,Message,High
1409,2009-01-15 16:15:00,Ios,Ios,Message,High
1410,2009-01-15 16:30:00,Android,Android,Message,Low
1411,2009-01-15 16:45:00,Android,Android,Call,High
1412,2009-01-15 17:00:00,Android,Android,Call,Low
1413,2009-01-15 17:15:00,Ios,Ios,Message,Low
1414,2009-01-15 17:30:00,Ios,Android,Message,Low
1415,2009-01-15 17:45:00,Ios,Android,Message,Low
1416,2009-01-15 18:00:00,Ios,Ios,Call,High
1417,2009-01-15 18:15:00,Android,Ios,Message,High
1418,2009-01-15 18:30:00,Ios,Android,Call,High
1419,2009-01-15 18:45:00,Ios,Ios,Message,High
1420,2009-01-15 19:00:00,Android,Ios,Call,Low
1421,2009-01-15 19:15:00,Ios,Ios,Message,Low
1422,2009-01-15 19:30:00,Ios,Ios,Call,Low
1423,2009-01-15 19:45:00,Android,Ios,Call,High
1424,2009-01-15 20:00:00,Android,Android,Call,High
1425,2009-01-15 20:15:00,Ios,Android,Message,High
1426,2009-01-15 20:30:00,Ios,Ios,Call,High
1427,2009-01-15 20:45:00,Ios,Ios,Message,Low
1428,2009-01-15 21:00:00,Android,Android,Call,High
1429,2009-01-15 21:15:00,Android,Ios,Call,High
1430,2009-01-15 21:30:00,Android,Android,Call,Low
1431,2009-01-15 21:45:00,Ios,Android,Message,Low
1432,2009-01-15 22:00:00,Ios,Android,Call,High
1433,2009-01-15 22:15:00,Android,Android,Call,High
1434,2009-01-15 22:30:00,Ios,Android,Call,Low
1435,2009-01-15 22:45:00,Ios,Android,Message,Low
1436,2009-01-15 23:00:00,Android,Android,Call,Low
1437,2009-01-15 23:15:00,Ios,Android,Call,High
1438,2009-01-15 23:30:00,Ios,Ios,Call,High
1439,2009-01-15 23:45:00,Ios,Ios,Call,Low
1440,2009-01-16 00:00:00,Android,Ios,Message,Low
1441,2009-01-16 00:15:00,Ios,Android,Call,Low
1442,2009-01-16 00:30:00,Ios,Ios,Message,High
1443,2009-01-16 00:45:00,Android,Android,Message,High
1444,2009-01-16 01:00:00,Android,Android,Message,High
1445,2009-01-16 01:15:00,Ios,Ios,Call,High
1446,2009-01-16 01:30:00,Android,Android,Call,Low
1447,2009-01-16 01:45:00,Android,Android,Call,High
1448,2009-01-16 02:00:00,Android,Android,Call,Low
1449,2009-01-16 02:15:00,Android,Ios,Message,Low
1450,2009-01-16 02:30:00,Android,Ios,Message,Low
1451,2009-01-16 02:45:00,Android,Ios,Message,Low
1452,2009-01-16 03:00:00,Ios,Ios,Message,High
1453,2009-01-16 03:15:00,Android,Android,Message,High
1454,2009-01-16 03:30:00,Android,Android,Message,High
1455,2009-01-16 03:45:00,Android,Android,Call,High
1456,2009-01-16 04:00:00,Android,Android,Message,Low
1457,2009-01-16 04:15:00,Ios,Android,Message,Low
1458,2009-01-16 04:30:00,Ios,Android,Call,Low
1459,2009-01-16 04:45:00,Android,Android,Call,High
1460,2009-01-16 05:00:00,Android,Ios,Message,Low
1461,2009-01-16 05:15:00,Android,Android,Call,Low
1462,2009-01-16 05:30:00,Android,Android,Message,Low
1463,2009-01-16 05:45:00,Ios,Ios,Message,High
1464,2009-01-16 06:00:00,Android,Ios,Call,High
1465,2009-01-16 06:15:00,Ios,Android,Call,High
1466,2009-01-16 06:30:00,Android,Ios,Call,High
1467,2009-01-16 06:45:00,Android,Ios,Call,High
1468,2009-01-16 07:00:00,Ios,Android,Call,High
1469,2009-01-16 07:15:00,Ios,Ios,Call,High
1470,2009-01-16 07:30:00,Android,Ios,Call,Low
1471,2009-01-16 07:45:00,Android,Ios,Message,High
1472,2009-01-16 08:00:00,Ios,Android,Call,Low
1473,2009-01-16 08:15:00,Ios,Android,Message,Low
1474,2009-01-16 08:30:00,Android,Android,Call,High
1475,2009-01-16 08:45:00,Android,Android,Message,High
1476,2009-01-16 09:00:00,Android,Ios,Call,Low
1477,2009-01-16 09:15:00,Android,Android,Message,Low
1478,2009-01-16 09:30:00,Ios,Android,Call,High
1479,2009-01-16 09:45:00,Ios,Ios,Message,High
1480,2009-01-16 10:00:00,Android,Ios,Message,High
1481,2009-01-16 10:15:00,Ios,Ios,Message,Low
1482,2009-01-16 10:30:00,Android,Ios,Call,High
1483,2009-01-16 10:45:00,Android,Ios,Call,Low
1484,2009-01-16 11:00:00,Android,Android,Call,High
1485,2009-01-16 11:15:00,Ios,Ios,Call,Low
1486,2009-01-16 11:30:00,Ios,Android,Call,Low
1487,2009-01-16 11:45:00,Ios,Ios,Call,High
1488,2009-01-16 12:00:00,Ios,Android,Message,Low
1489,2009-01-16 12:15:00,Android,Ios,Call,Low
1490,2009-01-16 12:30:00,Ios,Ios,Call,High
1491,2009-01-16 12:45:00,Android,Ios,Call,High
1492,2009-01-16 13:00:00,Android,Android,Call,Low
1493,2009-01-16 13:15:00,Android,Ios,Message,High
1494,2009-01-16 13:30:00,Ios,Ios,Message,High
1495,2009-01-16 13:45:00,Ios,Ios,Call,High
1496,2009-01-16 14:00:00,Android,Android,Call,Low
1497,2009-01-16 14:15:00,Ios,Ios,Message,Low
1498,2009-01-16 14:30:00,Android,Android,Call,High
1499,2009-01-16 14:45:00,Ios,Ios,Call,High
1500,2009-01-16 15:00:00,Ios,Android,Message,High
1501,2009-01-16 15:15:00,Android,Ios,Call,Low
1502,2009-01-16 15:30:00,Ios,Android,Message,High
1503,2009-01-16 15:45:00,Android,Android,Call,Low
1504,2009-01-16 16:00:00,Android,Ios,Message,High
1505,2009-01-16 16:15:00,Ios,Ios,Message,High
